title,actual_price,approved,item_description,item_category,item_images,item_stock,price,product_weight,sale_price
Safety trousers Cofra Hagfors Dark grey 42,,yes,"If you are thinking of renewing your wardrobe, buy <b>Safety trousers Cofra Hagfors Dark grey 42</b> and other <b>Cofra products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Safety trousers</li><li>Gender: Adults unisex</li><li>Colour: <ul><li>Black</li><li>Dark grey</li></ul></li><li>Size: 42</li><li>Material: Elastane</li><li>Recommended use: Professional</li></ul>",CatID:2980,"[""https://cdnbigbuy.com/images/8023796531352_00_WBG3.jpg"", ""https://cdnbigbuy.com/images/8023796531352_S7906160_P13.jpg"", ""https://cdnbigbuy.com/images/8023796531352_S7906160_P23.jpg""]",,,0.59,
Children's Thermal T-shirt Sport Hg S2007907 Black,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Children's Thermal T-shirt Sport Hg S2007907 Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Gender: <ul><li>Children's</li><li>Unisex</li><li>Men</li><li>Adults unisex</li></ul></li><li>Size: US</li><li>Material: Synthetic</li><li>Type: <ul><li>Long sleeve</li><li>Thermal T-shirt</li></ul></li><li>Neck: Height</li><li>Colour: Black</li><li>Country/Region of manufacture: Spain</li><li>Approx. weight: <ul><li>120 g</li><li>300 gr</li></ul></li><li>Recommended age: Adults</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/79926_tallas-camisetas-hombre2.jpg"", ""https://cdnbigbuy.com/images/8435169875343_S6479984_P02.jpg""]",,,0.12,
Sports Cap Under Armour  Blitzing M/L (M/L),,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Sports Cap Under Armour  Blitzing M/L (M/L)</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Sports Cap</li><li>Size: M/L</li><li>Gender: Men</li><li>Recommended age: Adults</li></ul>,CatID:2966,"[""https://cdnbigbuy.com/images/0196040301976_S6491649_P00.jpg""]",,,0.343,
Child Cap Frozen Polyester,,yes,"If you are thinking of renewing your wardrobe, buy <b>Child Cap Frozen Polyester</b> and other <b>Frozen products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Important information: <ul><li>Image might not show all assorted models available</li><li>Assorted designs sent randomly according to stock</li></ul></li><li>Size: 52-54 cm</li><li>Material: Polyester</li><li>Type: Hat</li><li>Units: 1 Unit</li><li>Recommended age: + 3 years</li></ul>",CatID:2966,"[""https://cdnbigbuy.com/images/8435507873505_S2430276_P02.jpg""]",,,5.0,
Headband Inca   Cloth Lasso,,yes,"Children deserve the best, that's why we present to you <b>Headband Inca   Cloth Lasso</b>, ideal for those who seek quality products for their little ones! Get <b>Inca</b> and other brands and licences at the best prices!<br><br><ul><li>Gender: <ul><li>Unisex</li><li>Children's</li></ul></li><li>Type: Hair</li><li>Material: Cloth</li><li>Design: Lasso</li></ul>",CatID:2535,"[""https://cdnbigbuy.com/images/8435142301616_S05113567_P01.jpg""]",,,0.03,
Hair Clips Inca   Glitter Lasso,,yes,"Children deserve the best, that's why we present to you <b>Hair Clips Inca   Glitter Lasso</b>, ideal for those who seek quality products for their little ones! Get <b>Inca</b> and other brands and licences at the best prices!<br><br><ul><li>Gender: <ul><li>Unisex</li><li>Children's</li></ul></li><li>Type: Hair</li><li>Design: Lasso</li><li>Finish: Glitter</li></ul>",CatID:2535,"[""https://cdnbigbuy.com/images/8445588482879_S05113592_P01.jpg""]",,,0.014,
Hair ties Inca   Shiny Little balls (2 Pieces),,yes,"Children deserve the best, that's why we present to you <b>Hair ties Inca   Shiny Little balls (2 Pieces)</b>, ideal for those who seek quality products for their little ones! Get <b>Inca</b> and other brands and licences at the best prices!<br><br><ul><li>Number of pieces: 2 Pieces</li><li>Gender: <ul><li>Unisex</li><li>Children's</li></ul></li><li>Type: Hair</li><li>Design: Little balls</li><li>Finish: Shiny</li></ul>",CatID:2535,"[""https://cdnbigbuy.com/images/8435142302026_S05113651_P01.jpg""]",,,0.025,
Hair ties Disney Princess   Multicolour,,yes,<p>Want to enhance your image and highlight your beauty? Then the <b>Hair ties Disney Princess   Multicolour</b> will help you to achieve your goals! Enjoy the benefits and advantages of <b>Disney Princess products</b> and other <b>hairdressing</b> <b>accessories</b> from <b>100% original brands</b>.</p><br><br><ul><li>Type: <ul><li>Hair tie</li><li>Hair</li></ul></li><li>Colour: Multicolour</li><li>Gender: <ul><li>Children's</li><li>Unisex</li></ul></li><li>Disney character: ariel (la sirenita)</li><li>Recommended age: <ul><li>+ 3 years</li><li>+ 9 Years</li><li>+ 1 year</li><li>6-9 years</li><li>9-12 Months</li><li>6-9 Months</li></ul></li></ul>,CatID:2535,"[""https://cdnbigbuy.com/images/8445484238914_S05113740_P01.jpg""]",,,0.018,
Shawl PGNVER Green 140 cm,,yes,"If you are looking for new market trending items, we present the <b>Shawl PGNVER Green 140 cm</b>!<br><br><ul><li>Colour: Green</li><li>Material: Cotton</li><li>Approx. dimensions: 140 cm</li></ul>",CatID:2591,"[""https://cdnbigbuy.com/images/8431777832075_S0364774_P00.jpg""]",,,0.3,
Shawl PGBL42 Ivory 140 cm,,yes,"If you are looking for new market trending items, we present the <b>Shawl PGBL42 Ivory 140 cm</b>!<br><br><ul><li>Material: Cotton</li><li>Approx. dimensions: 140 cm</li><li>Colour: Ivory</li></ul>",CatID:2591,"[""https://cdnbigbuy.com/images/8431777832181_S0364764_P01.jpg""]",,,0.3,
Sports Cap Puma Ess No.1 Bb (One size),,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Sports Cap Puma Ess No.1 Bb (One size)</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Sports Cap</li><li>Colour: Multicolour</li><li>Gender: Unisex</li><li>Recommended age: Adults</li><li>Size: One size</li></ul>,CatID:2966,"[""https://cdnbigbuy.com/images/4065452955649_S64104572_P00.jpg"", ""https://cdnbigbuy.com/images/4065452955649_S64104572_P10.jpg""]",,,0.343,
Socks Otaku 3 Pieces 36-41,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Otaku 3 Pieces 36-41</b> and other <b>Otaku products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Number of pieces: 3 Pieces</li><li>Size: <ul><li>36-41</li><li>35-41</li></ul></li><li>Type: Socks</li><li>Gender: Adults unisex</li><li>Colour: Multicolour</li><li>Includes: Gift Box</li><li>Material: <ul><li>12 % Polyamide</li><li>2 % Elastane</li><li>86 % Cotton</li></ul></li></ul>",CatID:2575,"[""https://cdnbigbuy.com/images/8445484297256_S0737196_P11.jpg"", ""https://cdnbigbuy.com/images/8445484297256_S0737196_P21.jpg"", ""https://cdnbigbuy.com/images/8445484297256_S0737196_P31.jpg"", ""https://cdnbigbuy.com/images/8445484297256_S0737196_P41.jpg"", ""https://cdnbigbuy.com/images/S0737196_139732_1690287852-cropped1.jpg""]",,,0.2,
Shirt Sparco S01277MRBI1S White S,,yes,"If you are thinking of renewing your wardrobe, buy <b>Shirt Sparco S01277MRBI1S White S</b> and other <b>Sparco products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Size: S</li></ul>",CatID:2963,"[""https://cdnbigbuy.com/images/8033280392147_S3721312_P00.jpg""]",,,0.5,
Socks Winter Kids One size,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Winter Kids One size</b> and other <b> products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: Multicolour</li><li>Important information: <ul><li>Assorted designs sent randomly according to stock</li><li>Image might not show all assorted models available</li></ul></li><li>Suitable for: Winter</li><li>Recommended age: Kids</li><li>Gender: Unisex</li><li>Size: One size</li><li>Units: 1 Unit</li><li>Type: Socks</li><li>Approx. dimensions: 32 x 10 cm</li></ul>",CatID:2582,"[""https://cdnbigbuy.com/images/8720573769075_S7921657_P01.jpg""]",,,0.083,
Socks Warner Bros 3 Pieces 35-41,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Warner Bros 3 Pieces 35-41</b> and other <b>Warner Bros products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Number of pieces: 3 Pieces</li><li>Gender: Unisex</li><li>Type: Socks</li><li>Size: 35-41</li><li>Material: <ul><li>12 % Polyamide</li><li>2 % Elastane</li><li>86 % Cotton</li></ul></li></ul>",CatID:3293,"[""https://cdnbigbuy.com/images/8445484297577_S0738125_P01.jpg"", ""https://cdnbigbuy.com/images/8445484297577_S0738125_P11.jpg"", ""https://cdnbigbuy.com/images/8445484297577_S0738125_P31.jpg"", ""https://cdnbigbuy.com/images/8445484297577_S0738125_P41.jpg"", ""https://cdnbigbuy.com/images/S0738125_148623_1699872889-cropped1.jpg""]",,,0.2,
Hat Marvel Leopard Logo Black,,yes,"If you are thinking of renewing your wardrobe, buy <b>Hat Marvel Leopard Logo Black</b> and other <b>Marvel products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Hat</li><li>Colour: Black</li><li>Gender: Unisex</li><li>Size: One size</li><li>Material: 100 % Acrylic</li></ul>",CatID:2591,"[""https://cdnbigbuy.com/images/5056599770027_D0800271_P01.jpg""]",,,0.128,
Skirt Green,,yes,"If you are thinking of renewing your wardrobe, buy <b>Skirt Green</b> and other <b> products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Skirt</li><li>Material: Lace</li><li>Colour: Green</li></ul>",CatID:2982,"[""https://cdnbigbuy.com/images/S1133866_40068_1703684744-cropped0.jpg""]",,,0.262,
Leggings Yellow,,yes,"If you are thinking of renewing your wardrobe, buy <b>Leggings Yellow</b> and other <b> products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Size: One size</li><li>Material: Polyamide</li><li>Type: Leggings</li><li>Colour: Yellow</li></ul>",CatID:3375,"[""https://cdnbigbuy.com/images/S1133872_1703167093-no-background0.jpg"", ""https://cdnbigbuy.com/images/S1133872_40079_1703684860-cropped0.jpg""]",,,0.155,
Leggings Pink Stripes,,yes,"If you are thinking of renewing your wardrobe, buy <b>Leggings Pink Stripes</b> and other <b> products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Size: One size</li><li>Material: Polyamide</li><li>Type: Leggings</li><li>Colour: Pink</li><li>Design: Stripes</li></ul>",CatID:3375,"[""https://cdnbigbuy.com/images/S1133879_40092_1703772033-cropped0.jpg""]",,,0.155,
Men’s Short Sleeve T-Shirt New Era 60416427,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Men’s Short Sleeve T-Shirt New Era 60416427</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Gender: Unisex</li></ul>,CatID:2964,"[""https://cdnbigbuy.com/images/0197214727554_S64117085_P01.jpg"", ""https://cdnbigbuy.com/images/0197214727554_S64117085_P21.jpg"", ""https://cdnbigbuy.com/images/0197214727554_S64117085_P31.jpg"", ""https://cdnbigbuy.com/images/0197214727554_S64117085_P41.jpg"", ""https://cdnbigbuy.com/images/0197214727554_S64117085_P51.jpg"", ""https://cdnbigbuy.com/images/117030_tallas-camisetas-hombre1.jpg""]",,,0.168,
Hat Stitch Fluffy Pom Beanie,,yes,"If you are thinking of renewing your wardrobe, buy <b>Hat Stitch Fluffy Pom Beanie</b> and other <b>Stitch products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: Blue</li><li>Material: Acrylic</li><li>Type: Hat</li><li>Gender: Unisex</li><li>Size: One size</li></ul>",CatID:2591,"[""https://cdnbigbuy.com/images/5056688525743_D0800501_P01.jpg""]",,,0.128,
Short Sleeve T-Shirt Puma Squad Graphicc Tlight Light grey (XS),,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Short Sleeve T-Shirt Puma Squad Graphicc Tlight Light grey (XS)</b> at the best price and enjoy a healthy life!<br><br><ul><li>Material: 100 % polyester</li><li>Colour: Light grey</li><li>Gender: Lady</li><li>Recommended age: Adults</li><li>Size: XS</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/117151_tallas-mujeres2.jpg"", ""https://cdnbigbuy.com/images/4099683962466_R32.jpg"", ""https://cdnbigbuy.com/images/4099683962466_S64117206_P02.jpg"", ""https://cdnbigbuy.com/images/4099683962466_S64117206_P22.jpg"", ""https://cdnbigbuy.com/images/4099683962466_S64117206_P32.jpg"", ""https://cdnbigbuy.com/images/4099683962466_S64117206_P42.jpg""]",,,0.58,
Unisex hat Pokémon Pikachu Wink Yellow Black One size,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Unisex hat Pokémon Pikachu Wink Yellow Black One size</b> at the best price and enjoy a healthy life!<br><br><ul><li>Gender: <ul><li>Unisex</li><li>Adults</li></ul></li><li>Type: Hat</li><li>Colour: <ul><li>Yellow</li><li>Black</li></ul></li><li>Size: One size</li><li>Material: 100% cotton</li></ul>,CatID:2966,"[""https://cdnbigbuy.com/images/5055910349522_D0801136_P00.jpg""]",,,0.343,
Socks Marvel 36-41,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Marvel 36-41</b> and other <b>Marvel products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Socks</li><li>Size: 36-41</li><li>Recommended age: + 14 Years</li></ul>",CatID:3293,"[""https://cdnbigbuy.com/images/8445484333374_S2431484_P00.jpg"", ""https://cdnbigbuy.com/images/8445484333374_S2431484_P10.jpg"", ""https://cdnbigbuy.com/images/8445484333374_S2431484_P20.jpg"", ""https://cdnbigbuy.com/images/8445484333374_S2431484_P30.jpg"", ""https://cdnbigbuy.com/images/8445484333374_S2431484_P40.jpg""]",,,0.22,
Children’s Long Sleeve T-shirt HappyFriday Mr Fox Little Birds Multicolour 12-18 Months,,yes,"If you are thinking of renewing your wardrobe, buy <b>Children’s Long Sleeve T-shirt HappyFriday Mr Fox Little Birds Multicolour 12-18 Months</b> and other <b>HappyFriday products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: T-shirt</li><li>Colour: Multicolour</li><li>Material: 100% cotton</li><li>Washing instructions: <ul><li>Do not use bleach</li><li>Machine washable 40ºC</li></ul></li></ul>",CatID:2902,"[""https://cdnbigbuy.com/images/8420001039472_D1614112_P01.jpg"", ""https://cdnbigbuy.com/images/8420001039472_D1614112_P11.jpg""]",,,27.0,
Men’s Short Sleeve T-Shirt RADIKAL GERMAN PERFECTION Black XXXL,,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt RADIKAL GERMAN PERFECTION Black XXXL</b> and other <b>RADIKAL products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: Black</li><li>Size: XXXL</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/114990_mandatory-motor0.jpg"", ""https://cdnbigbuy.com/images/8437027625893_S37115441_P00.jpg"", ""https://cdnbigbuy.com/images/8437027625893_S37115441_P10.jpg"", ""https://cdnbigbuy.com/images/8437027625893_S37115441_P20.jpg"", ""https://cdnbigbuy.com/images/S37115441_1715927931-no-background0.jpg""]",,,1.0,
Men’s Short Sleeve T-Shirt RADIKAL GEORGE SMITH GOOD Black XXXL,,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt RADIKAL GEORGE SMITH GOOD Black XXXL</b> and other <b>RADIKAL products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: Black</li><li>Size: XXXL</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/115016_mandatory-motor0.jpg"", ""https://cdnbigbuy.com/images/8437027625350_S37115467_P00.jpg"", ""https://cdnbigbuy.com/images/8437027625350_S37115467_P10.jpg"", ""https://cdnbigbuy.com/images/8437027625350_S37115467_P20.jpg"", ""https://cdnbigbuy.com/images/8437027625350_S37115467_P30.jpg"", ""https://cdnbigbuy.com/images/8437027625350_S37115467_P40.jpg"", ""https://cdnbigbuy.com/images/S37115467_1715927369-no-background0.jpg""]",,,1.0,
Men’s Short Sleeve T-Shirt RADIKAL OUT RUN Red XL,,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt RADIKAL OUT RUN Red XL</b> and other <b>RADIKAL products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: Red</li><li>Size: XL</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/115050_mandatory-motor0.jpg"", ""https://cdnbigbuy.com/images/8437027625695_S37115501_P00.jpg"", ""https://cdnbigbuy.com/images/8437027625695_S37115501_P10.jpg"", ""https://cdnbigbuy.com/images/8437027625695_S37115501_P20.jpg"", ""https://cdnbigbuy.com/images/8437027625695_S37115501_P30.jpg"", ""https://cdnbigbuy.com/images/8437027625695_S37115501_P40.jpg"", ""https://cdnbigbuy.com/images/8437027625695_S37115501_P50.jpg"", ""https://cdnbigbuy.com/images/S37115501_1715927391-no-background0.jpg""]",,,1.0,
Ankle Socks Nike Everyday Cushioned 3 pairs,,yes,"If you are thinking of renewing your wardrobe, buy <b>Ankle Socks Nike Everyday Cushioned 3 pairs</b> and other <b>Nike products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Includes: 3 pairs</li><li>Type: Socks</li><li>Size: 46-50</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:2575,"[""https://cdnbigbuy.com/images/0888408294456_R00.jpg""]",,,0.115,
Trousers Adidas L,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Trousers Adidas L</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: <ul><li>Long Sports Trousers</li><li>Trousers</li></ul></li><li>Size: L</li></ul>,CatID:2980,"[""https://cdnbigbuy.com/images/V3400665_40667632938400.jpg""]",,,0.85,
Women’s Hoodie Adidas S,,yes,"Children deserve the best, that's why we present to you <b>Women’s Hoodie Adidas S</b>, ideal for those who seek quality products for their little ones! Get <b>Adidas</b> at the best prices!<br><br><ul><li>Type: Hoodie</li><li>Size: S</li></ul>",CatID:2970,"[""https://cdnbigbuy.com/images/4066752465746_R00.jpg""]",,,0.8,
Trousers Adidas 7-8 Years,,yes,"Children deserve the best, that's why we present to you <b>Trousers Adidas 7-8 Years</b>, ideal for those who seek quality products for their little ones! Get <b>Adidas</b> at the best prices!<br><br><ul><li>Type: Trousers</li><li>Size: 7-8 Years</li></ul>",CatID:3307,"[""https://cdnbigbuy.com/images/4066761056010_R00.jpg""]",,,0.35,
Men’s Short Sleeve T-Shirt Adidas S,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Men’s Short Sleeve T-Shirt Adidas S</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Size: S</li><li>Gender: Men</li><li>Approx. weight: 1 kg</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/4066745485126_R00.jpg""]",,,0.45,
Socks Adidas XL,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Adidas XL</b> and other <b>Adidas products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Socks</li><li>Size: XL</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:2575,"[""https://cdnbigbuy.com/images/4066746275313_R00.jpg""]",,,0.22,
Women’s Short Sleeve T-Shirt Adidas XL,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Women’s Short Sleeve T-Shirt Adidas XL</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Size: XL</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/4064054105124_R00.jpg""]",,,0.4,
Socks Adidas XL,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Adidas XL</b> and other <b>Adidas products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Socks</li><li>Size: XL</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:2575,"[""https://cdnbigbuy.com/images/4066746302125_R00.jpg""]",,,0.22,
Men’s Short Sleeve T-Shirt Adidas S (S),,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Men’s Short Sleeve T-Shirt Adidas S (S)</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Size: S</li><li>Gender: Men</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/4066752143545_R00.jpg""]",,,0.45,
Socks Safta Purrrrrfect love,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Safta Purrrrrfect love</b> and other <b>Safta products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Material: Polyester</li><li>Gender: Young</li><li>Capacity: 16,5 L</li><li>Type: Socks</li><li>Characteristics: Hand wash</li></ul>",CatID:3293,"[""https://cdnbigbuy.com/images/8412688520015_S2439790_P00.jpg"", ""https://cdnbigbuy.com/images/8412688520015_S2439790_P10.jpg"", ""https://cdnbigbuy.com/images/8412688520015_S2439790_P20.jpg"", ""https://cdnbigbuy.com/images/8412688520015_S2439790_P30.jpg""]",,,1.36,
Purse Home ESPRIT Summer Multicolour (6 Units),,yes,Do you like to be fashionable and love accessories? We bring you the <b>Purse Home ESPRIT Summer Multicolour (6 Units)</b> and a comprehensive range of on-trend bags and wallets!<br><br><ul><li>Important information: Assorted designs sent randomly according to stock</li><li>Colour: Multicolour</li><li>Material: <ul><li>Polyester</li><li>Acrylic</li></ul></li><li>Units: 6 Units</li><li>Approx. dimensions: 14 x 1 x 11 cm</li></ul>,CatID:2588,"[""https://cdnbigbuy.com/images/8424002124458_S3057667_P00.jpg"", ""https://cdnbigbuy.com/images/8424002124458_S3057667_P10.jpg"", ""https://cdnbigbuy.com/images/8424002124458_S3057667_P20.jpg""]",,,0.1,
Sports Cap Stranger Things Blue 58 cm,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Sports Cap Stranger Things Blue 58 cm</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: <ul><li>Hat</li><li>Sports Cap</li></ul></li><li>Colour: Blue</li><li>Size: 58 cm</li><li>Material: 100 % polyester</li></ul>,CatID:2966,"[""https://cdnbigbuy.com/images/8445484391954_S0740271_P00.jpg"", ""https://cdnbigbuy.com/images/8445484391954_S0740271_P10.jpg"", ""https://cdnbigbuy.com/images/8445484391954_S0740271_P20.jpg"", ""https://cdnbigbuy.com/images/8445484391954_S0740271_P30.jpg"", ""https://cdnbigbuy.com/images/8445484391954_S0740271_P40.jpg""]",,,0.343,
Sports Cap Stranger Things Green 58 cm,,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Sports Cap Stranger Things Green 58 cm</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: <ul><li>Hat</li><li>Sports Cap</li></ul></li><li>Colour: Green</li><li>Size: 58 cm</li><li>Material: 100 % polyester</li></ul>,CatID:2966,"[""https://cdnbigbuy.com/images/8445484351774_S0740279_P00.jpg"", ""https://cdnbigbuy.com/images/8445484351774_S0740279_P10.jpg"", ""https://cdnbigbuy.com/images/8445484351774_S0740279_P20.jpg"", ""https://cdnbigbuy.com/images/8445484351774_S0740279_P30.jpg"", ""https://cdnbigbuy.com/images/8445484351774_S0740279_P40.jpg"", ""https://cdnbigbuy.com/images/8445484351774_S0740279_P50.jpg""]",,,0.343,
Children's Pyjama The Nightmare Before Christmas Black,,yes,"Children deserve the best, that's why we present to you <b>Children's Pyjama The Nightmare Before Christmas Black</b>, ideal for those who seek quality products for their little ones! Get <b>The Nightmare Before Christmas</b> and other brands and licences at the best prices!<br><br><ul><li>Type: Children's Pyjama</li><li>Colour: Black</li><li>Gender: Adults unisex</li><li>Material: 100% cotton</li></ul>",CatID:2902,"[""https://cdnbigbuy.com/images/30613_medidas-ropa-licencias0.jpg"", ""https://cdnbigbuy.com/images/8445484355802_S0738299_P00.jpg""]",,,0.417,
Socks Otaku 36-41 3 Pieces,,yes,"If you are thinking of renewing your wardrobe, buy <b>Socks Otaku 36-41 3 Pieces</b> and other <b>Otaku products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Size: <ul><li>35-41</li><li>36-41</li></ul></li><li>Material: <ul><li>86 % Cotton</li><li>2 % Elastane</li><li>12 % Polyamide</li></ul></li><li>Time period: Winter</li><li>Number of pieces: 3 Pieces</li><li>Type: Socks</li><li>Gender: Adults unisex</li><li>Colour: Multicolour</li><li>Includes: Gift Box</li></ul>",CatID:2575,"[""https://cdnbigbuy.com/images/8445484297256_S2443285_P10.jpg"", ""https://cdnbigbuy.com/images/8445484297256_S2443285_P20.jpg"", ""https://cdnbigbuy.com/images/8445484297256_S2443285_P30.jpg"", ""https://cdnbigbuy.com/images/8445484297256_S2443285_P40.jpg"", ""https://cdnbigbuy.com/images/S2443285_139732_1690287852-cropped0.jpg""]",,,0.2,
Men’s Short Sleeve T-Shirt New Era 60435482 White (S),,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Men’s Short Sleeve T-Shirt New Era 60435482 White (S)</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Size: S</li><li>Colour: White</li><li>Gender: Men</li><li>Recommended age: Adults</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/0197373931885_S64132017_P00.jpg"", ""https://cdnbigbuy.com/images/0197373931885_S64132017_P20.jpg"", ""https://cdnbigbuy.com/images/0197373931885_S64132017_P30.jpg"", ""https://cdnbigbuy.com/images/0197373931885_S64132017_P40.jpg"", ""https://cdnbigbuy.com/images/0197373931885_S64132017_P50.jpg"", ""https://cdnbigbuy.com/images/0197373931885_S64132017_P60.jpg"", ""https://cdnbigbuy.com/images/131965_tallas-camisetas-hombre0.jpg""]",,,0.45,
Men’s Short Sleeve T-Shirt New Balance SPORT ESSENTIALS MT41593 Black (S),,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Men’s Short Sleeve T-Shirt New Balance SPORT ESSENTIALS MT41593 Black (S)</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Colour: Black</li><li>Gender: Men</li><li>Recommended age: Adults</li><li>Size: S</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/0196941810454_S64133126_P00.jpg"", ""https://cdnbigbuy.com/images/133074_tallas-camisetas-hombre0.jpg""]",,,0.45,
Men’s Short Sleeve T-Shirt New Era LEAGUE ESSNTLS LC OS TEE NEYYAN 60435552 Brown (M),,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Men’s Short Sleeve T-Shirt New Era LEAGUE ESSNTLS LC OS TEE NEYYAN 60435552 Brown (M)</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Colour: Brown</li><li>Gender: Men</li><li>Recommended age: Adults</li><li>Size: M</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/0197373940153_S64132035_P00.jpg"", ""https://cdnbigbuy.com/images/0197373940153_S64132035_P20.jpg"", ""https://cdnbigbuy.com/images/0197373940153_S64132035_P30.jpg"", ""https://cdnbigbuy.com/images/0197373940153_S64132035_P40.jpg"", ""https://cdnbigbuy.com/images/0197373940153_S64132035_P50.jpg"", ""https://cdnbigbuy.com/images/0197373940153_S64132035_P60.jpg"", ""https://cdnbigbuy.com/images/131983_tallas-camisetas-hombre0.jpg""]",,,0.45,
